Frequency 1	Frequency 2	Partial 1	Partial 2	Combination Tone
	 466.1637615180899 	 466.1637615180899 	 1 	 1 	 466.1637615180899
	 493.8833012561241 	 493.8833012561241 	 1 	 1 	 493.8833012561241
	 466.1637615180899 	 466.1637615180899 	 1 	 1 	 466.1637615180899
	 523.2511306011972 	 523.2511306011972 	 1 	 1 	 523.2511306011972
	 220.0 	 220.0 	 1 	 1 	 220.0
	 554.3652619537442 	 554.3652619537442 	 1 	 1 	 554.3652619537442
	 207.65234878997256 	 207.65234878997256 	 1 	 1 	 207.65234878997256
	 587.3295358348151 	 587.3295358348151 	 1 	 1 	 587.3295358348151
	 207.65234878997256 	 207.65234878997256 	 1 	 1 	 207.65234878997256
